CASE NO,alt_kft,Re_L,M_inf,alpha_deg,beta_deg,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3
000,22.9,378100000.0,0.3269,-2.573,0.0,181.1,54.72,364.8,1000.0,576.5,195.8,74.23,44.74,47.27,28.5
001,36.02,79740000.0,0.4699,18.8,0.0,181.1,54.72,364.8,1000.0,576.5,195.8,74.23,44.74,47.27,28.5
002,4.985,314400000.0,0.4015,15.42,0.0,181.1,54.72,364.8,1000.0,576.5,195.8,74.23,44.74,47.27,28.5
003,14.88,119200000.0,0.2464,10.27,0.0,181.1,54.72,364.8,1000.0,576.5,195.8,74.23,44.74,47.27,28.5
004,0.271,166200000.0,0.1751,5.343,0.0,181.1,54.72,364.8,1000.0,576.5,195.8,74.23,44.74,47.27,28.5
005,8.043,41070000.0,0.07855,1.323,0.0,181.1,54.72,364.8,1000.0,576.5,195.8,74.23,44.74,47.27,28.5
006,24.51,237900000.0,0.2269,12.98,0.0,181.1,54.72,364.8,1000.0,576.5,195.8,74.23,44.74,47.27,28.5
007,32.98,414600000.0,0.1325,-0.2233,0.0,181.1,54.72,364.8,1000.0,576.5,195.8,74.23,44.74,47.27,28.5
008,31.31,294600000.0,0.2828,7.398,0.0,181.1,54.72,364.8,1000.0,576.5,195.8,74.23,44.74,47.27,28.5
009,16.31,485500000.0,0.4475,12.62,0.0,181.1,54.72,364.8,1000.0,576.5,195.8,74.23,44.74,47.27,28.5
010,6.157,494500000.0,0.2466,6.495,0.0,155.8,103.1,671.9,1000.0,704.4,242.0,73.65,56.62,42.9,37.43
011,0.3631,414300000.0,0.1601,-0.8951,0.0,155.8,103.1,671.9,1000.0,704.4,242.0,73.65,56.62,42.9,37.43
012,26.26,82060000.0,0.478,-3.144,0.0,155.8,103.1,671.9,1000.0,704.4,242.0,73.65,56.62,42.9,37.43
013,23.99,147600000.0,0.2065,3.916,0.0,155.8,103.1,671.9,1000.0,704.4,242.0,73.65,56.62,42.9,37.43
014,35.36,39850000.0,0.2909,16.44,0.0,155.8,103.1,671.9,1000.0,704.4,242.0,73.65,56.62,42.9,37.43
015,31.35,287000000.0,0.0578,11.99,0.0,155.8,103.1,671.9,1000.0,704.4,242.0,73.65,56.62,42.9,37.43
016,36.16,391100000.0,0.4529,0.8187,0.0,155.8,103.1,671.9,1000.0,704.4,242.0,73.65,56.62,42.9,37.43
017,17.33,307700000.0,0.3494,14.77,0.0,155.8,103.1,671.9,1000.0,704.4,242.0,73.65,56.62,42.9,37.43
018,12.92,194600000.0,0.1063,19.12,0.0,155.8,103.1,671.9,1000.0,704.4,242.0,73.65,56.62,42.9,37.43
019,10.03,234000000.0,0.3658,8.039,0.0,155.8,103.1,671.9,1000.0,704.4,242.0,73.65,56.62,42.9,37.43
020,39.16,406400000.0,0.2291,8.509,0.0,151.5,131.3,448.2,1000.0,725.6,202.5,74.61,52.16,59.85,32.24
021,10.28,277700000.0,0.1654,4.081,0.0,151.5,131.3,448.2,1000.0,725.6,202.5,74.61,52.16,59.85,32.24
022,13.82,212400000.0,0.3942,0.1742,0.0,151.5,131.3,448.2,1000.0,725.6,202.5,74.61,52.16,59.85,32.24
023,5.561,162200000.0,0.06585,11.59,0.0,151.5,131.3,448.2,1000.0,725.6,202.5,74.61,52.16,59.85,32.24
024,3.536,382100000.0,0.269,19.55,0.0,151.5,131.3,448.2,1000.0,725.6,202.5,74.61,52.16,59.85,32.24
025,25.61,327100000.0,0.4355,13.93,0.0,151.5,131.3,448.2,1000.0,725.6,202.5,74.61,52.16,59.85,32.24
026,34.09,35470000.0,0.09582,15.96,0.0,151.5,131.3,448.2,1000.0,725.6,202.5,74.61,52.16,59.85,32.24
027,29.74,486900000.0,0.3484,2.624,0.0,151.5,131.3,448.2,1000.0,725.6,202.5,74.61,52.16,59.85,32.24
028,22.73,58710000.0,0.4941,7.207,0.0,151.5,131.3,448.2,1000.0,725.6,202.5,74.61,52.16,59.85,32.24
029,18.78,105600000.0,0.3122,-3.061,0.0,151.5,131.3,448.2,1000.0,725.6,202.5,74.61,52.16,59.85,32.24
030,28.29,139400000.0,0.2536,-1.303,0.0,146.9,192.7,669.8,1000.0,700.2,182.1,87.0,50.92,45.08,34.22
031,33.79,95580000.0,0.3904,17.16,0.0,146.9,192.7,669.8,1000.0,700.2,182.1,87.0,50.92,45.08,34.22
032,17.9,384900000.0,0.1819,13.8,0.0,146.9,192.7,669.8,1000.0,700.2,182.1,87.0,50.92,45.08,34.22
033,3.562,275000000.0,0.1919,12.25,0.0,146.9,192.7,669.8,1000.0,700.2,182.1,87.0,50.92,45.08,34.22
034,10.28,231800000.0,0.1291,9.684,0.0,146.9,192.7,669.8,1000.0,700.2,182.1,87.0,50.92,45.08,34.22
035,39.92,306500000.0,0.345,6.894,0.0,146.9,192.7,669.8,1000.0,700.2,182.1,87.0,50.92,45.08,34.22
036,15.3,402600000.0,0.08975,-2.334,0.0,146.9,192.7,669.8,1000.0,700.2,182.1,87.0,50.92,45.08,34.22
037,5.612,469700000.0,0.4978,18.27,0.0,146.9,192.7,669.8,1000.0,700.2,182.1,87.0,50.92,45.08,34.22
038,26.83,35220000.0,0.414,0.836,0.0,146.9,192.7,669.8,1000.0,700.2,182.1,87.0,50.92,45.08,34.22
039,23.58,159800000.0,0.2775,5.516,0.0,146.9,192.7,669.8,1000.0,700.2,182.1,87.0,50.92,45.08,34.22
040,8.684,499000000.0,0.2001,13.58,0.0,130.5,179.5,508.1,1000.0,567.2,262.3,65.85,51.92,46.3,27.93
041,37.73,79220000.0,0.09704,15.86,0.0,130.5,179.5,508.1,1000.0,567.2,262.3,65.85,51.92,46.3,27.93
042,24.26,277500000.0,0.3797,4.57,0.0,130.5,179.5,508.1,1000.0,567.2,262.3,65.85,51.92,46.3,27.93
043,4.032,230400000.0,0.2394,6.631,0.0,130.5,179.5,508.1,1000.0,567.2,262.3,65.85,51.92,46.3,27.93
044,3.856,394000000.0,0.4681,1.141,0.0,130.5,179.5,508.1,1000.0,567.2,262.3,65.85,51.92,46.3,27.93
045,35.83,137300000.0,0.1493,9.629,0.0,130.5,179.5,508.1,1000.0,567.2,262.3,65.85,51.92,46.3,27.93
046,31.39,418800000.0,0.05147,-2.693,0.0,130.5,179.5,508.1,1000.0,567.2,262.3,65.85,51.92,46.3,27.93
047,19.15,10840000.0,0.4467,12.13,0.0,130.5,179.5,508.1,1000.0,567.2,262.3,65.85,51.92,46.3,27.93
048,15.98,170100000.0,0.3467,-1.445,0.0,130.5,179.5,508.1,1000.0,567.2,262.3,65.85,51.92,46.3,27.93
049,21.79,350200000.0,0.2917,18.66,0.0,130.5,179.5,508.1,1000.0,567.2,262.3,65.85,51.92,46.3,27.93
050,6.497,412700000.0,0.2713,-3.725,0.0,103.8,121.8,414.4,1000.0,786.0,221.3,61.17,42.33,55.54,37.05
051,20.18,393400000.0,0.113,9.1,0.0,103.8,121.8,414.4,1000.0,786.0,221.3,61.17,42.33,55.54,37.05
052,33.99,472800000.0,0.1749,16.78,0.0,103.8,121.8,414.4,1000.0,786.0,221.3,61.17,42.33,55.54,37.05
053,36.63,40910000.0,0.3274,19.44,0.0,103.8,121.8,414.4,1000.0,786.0,221.3,61.17,42.33,55.54,37.05
054,15.29,226600000.0,0.43,10.77,0.0,103.8,121.8,414.4,1000.0,786.0,221.3,61.17,42.33,55.54,37.05
055,25.7,278300000.0,0.07536,-0.602,0.0,103.8,121.8,414.4,1000.0,786.0,221.3,61.17,42.33,55.54,37.05
056,29.25,61830000.0,0.4096,15.19,0.0,103.8,121.8,414.4,1000.0,786.0,221.3,61.17,42.33,55.54,37.05
057,0.6807,336900000.0,0.1943,6.527,0.0,103.8,121.8,414.4,1000.0,786.0,221.3,61.17,42.33,55.54,37.05
058,16.81,144500000.0,0.4837,4.848,0.0,103.8,121.8,414.4,1000.0,786.0,221.3,61.17,42.33,55.54,37.05
059,10.47,161600000.0,0.278,2.992,0.0,103.8,121.8,414.4,1000.0,786.0,221.3,61.17,42.33,55.54,37.05
060,37.46,253100000.0,0.1717,10.29,0.0,122.5,191.0,631.3,1000.0,712.2,249.8,87.8,58.04,58.39,33.26
061,11.25,462500000.0,0.1165,13.41,0.0,122.5,191.0,631.3,1000.0,712.2,249.8,87.8,58.04,58.39,33.26
062,35.18,234200000.0,0.3898,17.68,0.0,122.5,191.0,631.3,1000.0,712.2,249.8,87.8,58.04,58.39,33.26
063,26.09,448900000.0,0.3513,3.556,0.0,122.5,191.0,631.3,1000.0,712.2,249.8,87.8,58.04,58.39,33.26
064,22.79,56350000.0,0.07299,-1.297,0.0,122.5,191.0,631.3,1000.0,712.2,249.8,87.8,58.04,58.39,33.26
065,31.42,323800000.0,0.218,2.406,0.0,122.5,191.0,631.3,1000.0,712.2,249.8,87.8,58.04,58.39,33.26
066,14.44,377300000.0,0.4624,11.31,0.0,122.5,191.0,631.3,1000.0,712.2,249.8,87.8,58.04,58.39,33.26
067,4.85,105600000.0,0.3022,6.767,0.0,122.5,191.0,631.3,1000.0,712.2,249.8,87.8,58.04,58.39,33.26
068,19.14,15970000.0,0.4382,15.38,0.0,122.5,191.0,631.3,1000.0,712.2,249.8,87.8,58.04,58.39,33.26
069,1.456,177700000.0,0.2419,-3.632,0.0,122.5,191.0,631.3,1000.0,712.2,249.8,87.8,58.04,58.39,33.26
070,34.22,38040000.0,0.09714,-0.2655,0.0,119.0,73.39,291.1,1000.0,834.2,273.7,66.47,59.69,57.17,35.67
071,7.665,83060000.0,0.2357,13.4,0.0,119.0,73.39,291.1,1000.0,834.2,273.7,66.47,59.69,57.17,35.67
072,25.77,472500000.0,0.1894,10.77,0.0,119.0,73.39,291.1,1000.0,834.2,273.7,66.47,59.69,57.17,35.67
073,23.97,256300000.0,0.09035,9.974,0.0,119.0,73.39,291.1,1000.0,834.2,273.7,66.47,59.69,57.17,35.67
074,3.467,188100000.0,0.4633,4.865,0.0,119.0,73.39,291.1,1000.0,834.2,273.7,66.47,59.69,57.17,35.67
075,13.69,333900000.0,0.4261,2.785,0.0,119.0,73.39,291.1,1000.0,834.2,273.7,66.47,59.69,57.17,35.67
076,10.79,235500000.0,0.3128,18.53,0.0,119.0,73.39,291.1,1000.0,834.2,273.7,66.47,59.69,57.17,35.67
077,16.26,117400000.0,0.3461,-2.594,0.0,119.0,73.39,291.1,1000.0,834.2,273.7,66.47,59.69,57.17,35.67
078,31.82,385000000.0,0.1465,15.37,0.0,119.0,73.39,291.1,1000.0,834.2,273.7,66.47,59.69,57.17,35.67
079,36.52,435200000.0,0.3675,7.305,0.0,119.0,73.39,291.1,1000.0,834.2,273.7,66.47,59.69,57.17,35.67
080,38.44,375400000.0,0.339,19.15,0.0,121.0,53.65,571.9,1000.0,745.9,236.1,85.51,59.42,50.59,26.0
081,23.51,209500000.0,0.4615,7.107,0.0,121.0,53.65,571.9,1000.0,745.9,236.1,85.51,59.42,50.59,26.0
082,12.4,473300000.0,0.3056,13.26,0.0,121.0,53.65,571.9,1000.0,745.9,236.1,85.51,59.42,50.59,26.0
083,29.38,103000000.0,0.07561,2.251,0.0,121.0,53.65,571.9,1000.0,745.9,236.1,85.51,59.42,50.59,26.0
084,17.61,24550000.0,0.2525,4.08,0.0,121.0,53.65,571.9,1000.0,745.9,236.1,85.51,59.42,50.59,26.0
085,8.649,326300000.0,0.1721,-3.289,0.0,121.0,53.65,571.9,1000.0,745.9,236.1,85.51,59.42,50.59,26.0
086,34.75,254700000.0,0.4463,8.205,0.0,121.0,53.65,571.9,1000.0,745.9,236.1,85.51,59.42,50.59,26.0
087,6.385,175200000.0,0.1862,16.76,0.0,121.0,53.65,571.9,1000.0,745.9,236.1,85.51,59.42,50.59,26.0
088,3.257,427300000.0,0.1,-1.593,0.0,121.0,53.65,571.9,1000.0,745.9,236.1,85.51,59.42,50.59,26.0
089,25.41,55630000.0,0.4028,11.18,0.0,121.0,53.65,571.9,1000.0,745.9,236.1,85.51,59.42,50.59,26.0
090,36.12,236200000.0,0.2366,0.5333,0.0,190.7,76.35,454.3,1000.0,730.7,253.1,77.68,54.82,56.65,26.68
091,11.45,424100000.0,0.4458,12.47,0.0,190.7,76.35,454.3,1000.0,730.7,253.1,77.68,54.82,56.65,26.68
092,29.07,398900000.0,0.393,10.26,0.0,190.7,76.35,454.3,1000.0,730.7,253.1,77.68,54.82,56.65,26.68
093,25.07,163300000.0,0.06201,6.65,0.0,190.7,76.35,454.3,1000.0,730.7,253.1,77.68,54.82,56.65,26.68
094,35.38,340600000.0,0.3235,18.88,0.0,190.7,76.35,454.3,1000.0,730.7,253.1,77.68,54.82,56.65,26.68
095,5.159,93370000.0,0.1549,15.65,0.0,190.7,76.35,454.3,1000.0,730.7,253.1,77.68,54.82,56.65,26.68
096,21.96,480700000.0,0.4776,-2.733,0.0,190.7,76.35,454.3,1000.0,730.7,253.1,77.68,54.82,56.65,26.68
097,18.16,50490000.0,0.2765,3.529,0.0,190.7,76.35,454.3,1000.0,730.7,253.1,77.68,54.82,56.65,26.68
098,13.23,265400000.0,0.1074,2.471,0.0,190.7,76.35,454.3,1000.0,730.7,253.1,77.68,54.82,56.65,26.68
099,0.8771,123200000.0,0.2279,13.93,0.0,190.7,76.35,454.3,1000.0,730.7,253.1,77.68,54.82,56.65,26.68
100,16.14,65480000.0,0.1182,18.78,0.0,161.9,154.7,333.5,1000.0,782.8,229.3,62.42,44.3,48.44,37.19
101,38.89,209100000.0,0.2847,-0.3604,0.0,161.9,154.7,333.5,1000.0,782.8,229.3,62.42,44.3,48.44,37.19
102,5.773,15260000.0,0.3686,0.9015,0.0,161.9,154.7,333.5,1000.0,782.8,229.3,62.42,44.3,48.44,37.19
103,31.45,148900000.0,0.1677,8.487,0.0,161.9,154.7,333.5,1000.0,782.8,229.3,62.42,44.3,48.44,37.19
104,34.69,449900000.0,0.4474,14.44,0.0,161.9,154.7,333.5,1000.0,782.8,229.3,62.42,44.3,48.44,37.19
105,10.26,377900000.0,0.2599,11.31,0.0,161.9,154.7,333.5,1000.0,782.8,229.3,62.42,44.3,48.44,37.19
106,12.6,191700000.0,0.3284,3.475,0.0,161.9,154.7,333.5,1000.0,782.8,229.3,62.42,44.3,48.44,37.19
107,2.084,308800000.0,0.08967,-2.616,0.0,161.9,154.7,333.5,1000.0,782.8,229.3,62.42,44.3,48.44,37.19
108,25.01,264500000.0,0.4823,5.981,0.0,161.9,154.7,333.5,1000.0,782.8,229.3,62.42,44.3,48.44,37.19
109,22.34,497600000.0,0.2158,15.31,0.0,161.9,154.7,333.5,1000.0,782.8,229.3,62.42,44.3,48.44,37.19
110,2.815,460300000.0,0.1388,14.64,0.0,124.6,128.4,231.3,1000.0,787.8,197.1,83.79,50.48,56.07,33.58
111,29.82,300800000.0,0.191,7.416,0.0,124.6,128.4,231.3,1000.0,787.8,197.1,83.79,50.48,56.07,33.58
112,33.97,121600000.0,0.3582,12.67,0.0,124.6,128.4,231.3,1000.0,787.8,197.1,83.79,50.48,56.07,33.58
113,36.43,23430000.0,0.2474,19.14,0.0,124.6,128.4,231.3,1000.0,787.8,197.1,83.79,50.48,56.07,33.58
114,18.58,364100000.0,0.4941,16.01,0.0,124.6,128.4,231.3,1000.0,787.8,197.1,83.79,50.48,56.07,33.58
115,5.342,153200000.0,0.412,0.7381,0.0,124.6,128.4,231.3,1000.0,787.8,197.1,83.79,50.48,56.07,33.58
116,8.217,265500000.0,0.05911,2.985,0.0,124.6,128.4,231.3,1000.0,787.8,197.1,83.79,50.48,56.07,33.58
117,27.05,440200000.0,0.2836,-3.623,0.0,124.6,128.4,231.3,1000.0,787.8,197.1,83.79,50.48,56.07,33.58
118,21.19,239100000.0,0.3694,9.275,0.0,124.6,128.4,231.3,1000.0,787.8,197.1,83.79,50.48,56.07,33.58
119,12.04,99350000.0,0.1598,4.053,0.0,124.6,128.4,231.3,1000.0,787.8,197.1,83.79,50.48,56.07,33.58
120,2.056,391200000.0,0.3602,9.397,0.0,199.2,143.7,228.8,1000.0,774.7,194.7,64.44,43.75,44.45,34.5
121,9.474,323000000.0,0.2169,18.35,0.0,199.2,143.7,228.8,1000.0,774.7,194.7,64.44,43.75,44.45,34.5
122,6.15,477200000.0,0.05873,-3.727,0.0,199.2,143.7,228.8,1000.0,774.7,194.7,64.44,43.75,44.45,34.5
123,27.95,61440000.0,0.4084,13.87,0.0,199.2,143.7,228.8,1000.0,774.7,194.7,64.44,43.75,44.45,34.5
124,14.97,441700000.0,0.4482,5.954,0.0,199.2,143.7,228.8,1000.0,774.7,194.7,64.44,43.75,44.45,34.5
125,18.35,151200000.0,0.2683,11.16,0.0,199.2,143.7,228.8,1000.0,774.7,194.7,64.44,43.75,44.45,34.5
126,37.44,236700000.0,0.3056,16.07,0.0,199.2,143.7,228.8,1000.0,774.7,194.7,64.44,43.75,44.45,34.5
127,33.46,119600000.0,0.1743,-0.4057,0.0,199.2,143.7,228.8,1000.0,774.7,194.7,64.44,43.75,44.45,34.5
128,28.44,12620000.0,0.111,4.746,0.0,199.2,143.7,228.8,1000.0,774.7,194.7,64.44,43.75,44.45,34.5
129,22.57,295500000.0,0.4783,1.388,0.0,199.2,143.7,228.8,1000.0,774.7,194.7,64.44,43.75,44.45,34.5
130,11.4,69930000.0,0.09258,10.58,0.0,115.7,117.9,221.6,1000.0,603.9,246.2,64.94,55.66,50.6,25.64
131,1.369,412500000.0,0.1284,10.26,0.0,115.7,117.9,221.6,1000.0,603.9,246.2,64.94,55.66,50.6,25.64
132,13.75,165800000.0,0.325,4.995,0.0,115.7,117.9,221.6,1000.0,603.9,246.2,64.94,55.66,50.6,25.64
133,4.054,390400000.0,0.4363,0.5827,0.0,115.7,117.9,221.6,1000.0,603.9,246.2,64.94,55.66,50.6,25.64
134,33.84,259600000.0,0.234,1.892,0.0,115.7,117.9,221.6,1000.0,603.9,246.2,64.94,55.66,50.6,25.64
135,28.68,341500000.0,0.4083,19.72,0.0,115.7,117.9,221.6,1000.0,603.9,246.2,64.94,55.66,50.6,25.64
136,37.49,214000000.0,0.2231,-1.82,0.0,115.7,117.9,221.6,1000.0,603.9,246.2,64.94,55.66,50.6,25.64
137,24.17,18710000.0,0.4707,15.33,0.0,115.7,117.9,221.6,1000.0,603.9,246.2,64.94,55.66,50.6,25.64
138,16.59,104500000.0,0.2874,13.7,0.0,115.7,117.9,221.6,1000.0,603.9,246.2,64.94,55.66,50.6,25.64
139,21.55,458000000.0,0.1442,7.758,0.0,115.7,117.9,221.6,1000.0,603.9,246.2,64.94,55.66,50.6,25.64
140,23.07,490700000.0,0.2884,4.173,0.0,196.2,155.7,540.7,1000.0,671.1,192.2,66.89,59.12,51.23,26.38
141,30.93,276300000.0,0.2222,18.7,0.0,196.2,155.7,540.7,1000.0,671.1,192.2,66.89,59.12,51.23,26.38
142,18.95,14140000.0,0.06027,16.06,0.0,196.2,155.7,540.7,1000.0,671.1,192.2,66.89,59.12,51.23,26.38
143,13.53,188100000.0,0.3648,11.04,0.0,196.2,155.7,540.7,1000.0,671.1,192.2,66.89,59.12,51.23,26.38
144,35.83,323400000.0,0.263,7.116,0.0,196.2,155.7,540.7,1000.0,671.1,192.2,66.89,59.12,51.23,26.38
145,36.24,391100000.0,0.3865,-2.152,0.0,196.2,155.7,540.7,1000.0,671.1,192.2,66.89,59.12,51.23,26.38
146,26.81,247600000.0,0.4448,14.79,0.0,196.2,155.7,540.7,1000.0,671.1,192.2,66.89,59.12,51.23,26.38
147,11.13,63140000.0,0.1068,10.28,0.0,196.2,155.7,540.7,1000.0,671.1,192.2,66.89,59.12,51.23,26.38
148,0.3419,104700000.0,0.1826,2.689,0.0,196.2,155.7,540.7,1000.0,671.1,192.2,66.89,59.12,51.23,26.38
149,5.555,430900000.0,0.4902,0.1601,0.0,196.2,155.7,540.7,1000.0,671.1,192.2,66.89,59.12,51.23,26.38
150,0.2086,139000000.0,0.3087,12.24,0.0,116.7,60.2,321.6,1000.0,667.2,201.8,86.71,55.06,53.47,36.83
151,35.32,221300000.0,0.4063,2.761,0.0,116.7,60.2,321.6,1000.0,667.2,201.8,86.71,55.06,53.47,36.83
152,5.938,199000000.0,0.2139,-3.187,0.0,116.7,60.2,321.6,1000.0,667.2,201.8,86.71,55.06,53.47,36.83
153,29.0,406100000.0,0.4814,13.56,0.0,116.7,60.2,321.6,1000.0,667.2,201.8,86.71,55.06,53.47,36.83
154,21.27,287500000.0,0.09836,5.955,0.0,116.7,60.2,321.6,1000.0,667.2,201.8,86.71,55.06,53.47,36.83
155,27.21,351300000.0,0.3338,8.347,0.0,116.7,60.2,321.6,1000.0,667.2,201.8,86.71,55.06,53.47,36.83
156,13.31,484400000.0,0.2582,15.72,0.0,116.7,60.2,321.6,1000.0,667.2,201.8,86.71,55.06,53.47,36.83
157,11.18,37870000.0,0.4324,17.96,0.0,116.7,60.2,321.6,1000.0,667.2,201.8,86.71,55.06,53.47,36.83
158,19.26,327100000.0,0.06872,-0.3335,0.0,116.7,60.2,321.6,1000.0,667.2,201.8,86.71,55.06,53.47,36.83
159,36.67,89960000.0,0.1502,3.789,0.0,116.7,60.2,321.6,1000.0,667.2,201.8,86.71,55.06,53.47,36.83
160,29.92,240300000.0,0.1537,12.82,0.0,100.4,97.2,526.0,1000.0,679.1,208.8,81.35,45.62,43.08,27.39
161,18.38,330100000.0,0.386,10.49,0.0,100.4,97.2,526.0,1000.0,679.1,208.8,81.35,45.62,43.08,27.39
162,10.16,3784000.0,0.2286,-0.7101,0.0,100.4,97.2,526.0,1000.0,679.1,208.8,81.35,45.62,43.08,27.39
163,37.91,189800000.0,0.1344,3.237,0.0,100.4,97.2,526.0,1000.0,679.1,208.8,81.35,45.62,43.08,27.39
164,2.005,397600000.0,0.495,-3.765,0.0,100.4,97.2,526.0,1000.0,679.1,208.8,81.35,45.62,43.08,27.39
165,33.5,137600000.0,0.2996,9.702,0.0,100.4,97.2,526.0,1000.0,679.1,208.8,81.35,45.62,43.08,27.39
166,21.43,463400000.0,0.05495,1.385,0.0,100.4,97.2,526.0,1000.0,679.1,208.8,81.35,45.62,43.08,27.39
167,7.445,409300000.0,0.2492,7.833,0.0,100.4,97.2,526.0,1000.0,679.1,208.8,81.35,45.62,43.08,27.39
168,13.14,51060000.0,0.4463,18.72,0.0,100.4,97.2,526.0,1000.0,679.1,208.8,81.35,45.62,43.08,27.39
169,27.17,290100000.0,0.3425,17.11,0.0,100.4,97.2,526.0,1000.0,679.1,208.8,81.35,45.62,43.08,27.39
170,13.24,385700000.0,0.3037,-0.7647,0.0,148.8,163.3,374.9,1000.0,756.6,271.5,60.74,47.06,42.25,35.15
171,27.74,67280000.0,0.408,3.231,0.0,148.8,163.3,374.9,1000.0,756.6,271.5,60.74,47.06,42.25,35.15
172,11.85,345300000.0,0.06537,-1.733,0.0,148.8,163.3,374.9,1000.0,756.6,271.5,60.74,47.06,42.25,35.15
173,31.83,9870000.0,0.2211,10.59,0.0,148.8,163.3,374.9,1000.0,756.6,271.5,60.74,47.06,42.25,35.15
174,6.07,139800000.0,0.1081,18.87,0.0,148.8,163.3,374.9,1000.0,756.6,271.5,60.74,47.06,42.25,35.15
175,22.14,493200000.0,0.4703,0.9758,0.0,148.8,163.3,374.9,1000.0,756.6,271.5,60.74,47.06,42.25,35.15
176,33.9,238000000.0,0.2453,8.297,0.0,148.8,163.3,374.9,1000.0,756.6,271.5,60.74,47.06,42.25,35.15
177,17.64,167500000.0,0.4497,17.42,0.0,148.8,163.3,374.9,1000.0,756.6,271.5,60.74,47.06,42.25,35.15
178,36.03,439500000.0,0.3512,6.56,0.0,148.8,163.3,374.9,1000.0,756.6,271.5,60.74,47.06,42.25,35.15
179,3.236,277200000.0,0.1635,14.36,0.0,148.8,163.3,374.9,1000.0,756.6,271.5,60.74,47.06,42.25,35.15
180,26.27,159400000.0,0.4127,5.468,0.0,133.0,140.1,313.7,1000.0,817.9,187.5,88.85,47.0,41.55,29.18
181,16.9,389600000.0,0.06195,14.05,0.0,133.0,140.1,313.7,1000.0,817.9,187.5,88.85,47.0,41.55,29.18
182,14.22,448000000.0,0.3055,2.33,0.0,133.0,140.1,313.7,1000.0,817.9,187.5,88.85,47.0,41.55,29.18
183,23.87,46130000.0,0.1479,19.93,0.0,133.0,140.1,313.7,1000.0,817.9,187.5,88.85,47.0,41.55,29.18
184,0.3465,99250000.0,0.225,9.446,0.0,133.0,140.1,313.7,1000.0,817.9,187.5,88.85,47.0,41.55,29.18
185,11.54,225000000.0,0.3278,17.2,0.0,133.0,140.1,313.7,1000.0,817.9,187.5,88.85,47.0,41.55,29.18
186,34.73,120800000.0,0.1162,0.6741,0.0,133.0,140.1,313.7,1000.0,817.9,187.5,88.85,47.0,41.55,29.18
187,30.67,294200000.0,0.2349,10.68,0.0,133.0,140.1,313.7,1000.0,817.9,187.5,88.85,47.0,41.55,29.18
188,38.33,342000000.0,0.4591,6.302,0.0,133.0,140.1,313.7,1000.0,817.9,187.5,88.85,47.0,41.55,29.18
189,4.536,483000000.0,0.3904,-2.875,0.0,133.0,140.1,313.7,1000.0,817.9,187.5,88.85,47.0,41.55,29.18
190,28.26,66040000.0,0.1592,-0.8702,0.0,166.0,52.81,263.3,1000.0,591.9,258.7,89.79,46.49,54.48,33.95
191,39.83,282700000.0,0.4551,10.4,0.0,166.0,52.81,263.3,1000.0,591.9,258.7,89.79,46.49,54.48,33.95
192,32.44,390200000.0,0.1051,-2.22,0.0,166.0,52.81,263.3,1000.0,591.9,258.7,89.79,46.49,54.48,33.95
193,7.372,313300000.0,0.432,6.907,0.0,166.0,52.81,263.3,1000.0,591.9,258.7,89.79,46.49,54.48,33.95
194,12.74,247400000.0,0.3028,19.13,0.0,166.0,52.81,263.3,1000.0,591.9,258.7,89.79,46.49,54.48,33.95
195,19.56,28820000.0,0.07015,14.8,0.0,166.0,52.81,263.3,1000.0,591.9,258.7,89.79,46.49,54.48,33.95
196,27.92,457900000.0,0.206,2.242,0.0,166.0,52.81,263.3,1000.0,591.9,258.7,89.79,46.49,54.48,33.95
197,11.91,162800000.0,0.2302,10.36,0.0,166.0,52.81,263.3,1000.0,591.9,258.7,89.79,46.49,54.48,33.95
198,21.83,144000000.0,0.3354,4.495,0.0,166.0,52.81,263.3,1000.0,591.9,258.7,89.79,46.49,54.48,33.95
199,3.612,406900000.0,0.3847,16.3,0.0,166.0,52.81,263.3,1000.0,591.9,258.7,89.79,46.49,54.48,33.95
200,24.28,196100000.0,0.1402,13.74,0.0,128.2,171.6,576.8,1000.0,841.0,184.3,81.0,46.24,51.77,25.83
201,7.491,297700000.0,0.4808,-3.029,0.0,128.2,171.6,576.8,1000.0,841.0,184.3,81.0,46.24,51.77,25.83
202,23.02,202600000.0,0.2988,5.717,0.0,128.2,171.6,576.8,1000.0,841.0,184.3,81.0,46.24,51.77,25.83
203,8.986,49790000.0,0.4369,11.83,0.0,128.2,171.6,576.8,1000.0,841.0,184.3,81.0,46.24,51.77,25.83
204,2.826,343700000.0,0.07309,17.02,0.0,128.2,171.6,576.8,1000.0,841.0,184.3,81.0,46.24,51.77,25.83
205,13.13,128600000.0,0.3715,-1.489,0.0,128.2,171.6,576.8,1000.0,841.0,184.3,81.0,46.24,51.77,25.83
206,16.66,77170000.0,0.3232,8.684,0.0,128.2,171.6,576.8,1000.0,841.0,184.3,81.0,46.24,51.77,25.83
207,37.64,401900000.0,0.2445,4.791,0.0,128.2,171.6,576.8,1000.0,841.0,184.3,81.0,46.24,51.77,25.83
208,31.9,462800000.0,0.2207,2.038,0.0,128.2,171.6,576.8,1000.0,841.0,184.3,81.0,46.24,51.77,25.83
209,35.6,361700000.0,0.1234,18.87,0.0,128.2,171.6,576.8,1000.0,841.0,184.3,81.0,46.24,51.77,25.83
